Date,Maker,Model,Quantity
1814-12-21,Remington,model_3,106
1814-12-22,Remington,model_3,89
1814-12-23,Remington,model_3,76
1814-12-24,Remington,model_3,47
1814-12-25,Remington,model_3,31
1814-12-26,Remington,model_3,21
1814-12-27,Remington,model_3,46
1814-12-28,Remington,model_3,1
1814-12-29,Remington,model_3,4
1814-12-30,Remington,model_3,20
1814-12-31,Remington,model_3,9
1815-01-01,Remington,model_3,9
1815-01-02,Remington,model_3,29
1815-01-03,Remington,model_3,32
1815-01-04,Remington,model_3,17
1815-01-05,Remington,model_3,32
1815-01-06,Remington,model_3,1
1815-01-07,Remington,model_3,0
1815-01-08,Remington,model_3,14
1815-01-09,Remington,model_3,33
1815-01-10,Remington,model_3,42
1815-01-11,Remington,model_3,62
1815-01-12,Remington,model_3,48
1815-01-13,Remington,model_3,44
1815-01-14,Remington,model_3,42
1815-01-15,Remington,model_3,5
1815-01-16,Remington,model_3,9
1815-01-17,Remington,model_3,15
1815-01-18,Remington,model_3,26
1815-01-19,Remington,model_3,40
1815-01-20,Remington,model_3,89
1815-01-21,Remington,model_3,70
1815-01-22,Remington,model_3,57
1815-01-23,Remington,model_3,54
1815-01-24,Remington,model_3,54
1815-01-25,Remington,model_3,29
1815-01-26,Remington,model_3,39
1815-01-27,Remington,model_3,16
1815-01-28,Remington,model_3,35
1815-01-29,Remington,model_3,30
1815-01-30,Remington,model_3,15
1815-01-31,Remington,model_3,44
1815-02-01,Remington,model_3,57
1815-02-02,Remington,model_3,43
1815-02-03,Remington,model_3,55
1815-02-04,Remington,model_3,3
1815-02-05,Remington,model_3,4
1815-02-06,Remington,model_3,37
1815-02-07,Remington,model_3,22
1815-02-08,Remington,model_3,6
1815-02-09,Remington,model_3,25
1815-02-10,Remington,model_3,12
1815-02-11,Remington,model_3,34
1815-02-12,Remington,model_3,43
1815-02-13,Remington,model_3,37
1815-02-14,Remington,model_3,20
1815-02-15,Remington,model_3,10
1815-02-16,Remington,model_3,2
1815-02-17,Remington,model_3,9
1815-02-18,Remington,model_3,6
1815-02-19,Remington,model_3,15
1815-02-20,Remington,model_3,10
1815-02-21,Remington,model_3,18
1815-02-22,Remington,model_3,14
1815-02-23,Remington,model_3,23
1815-02-24,Remington,model_3,5
1815-02-25,Remington,model_3,23
1815-02-26,Remington,model_3,19
1815-02-27,Remington,model_3,28
1815-02-28,Remington,model_3,3
1815-03-01,Remington,model_3,13
1815-03-02,Remington,model_3,10
1815-03-03,Remington,model_3,52
1815-03-04,Remington,model_3,52
1815-03-05,Remington,model_3,31
1815-03-06,Remington,model_3,16
1815-03-07,Remington,model_3,28
1815-03-08,Remington,model_3,32
1815-03-09,Remington,model_3,14
1815-03-10,Remington,model_3,35
1815-03-11,Remington,model_3,34
1815-03-12,Remington,model_3,33
1815-03-13,Remington,model_3,6
1815-03-14,Remington,model_3,10
1815-03-15,Remington,model_3,1
1815-03-16,Remington,model_3,22
1815-03-17,Remington,model_3,11
1815-03-18,Remington,model_3,17
1815-03-19,Remington,model_3,4
1815-03-20,Remington,model_3,2
1815-03-21,Remington,model_3,19
1815-03-22,Remington,model_3,20
1815-03-23,Remington,model_3,13
1815-03-24,Remington,model_3,4
1815-03-25,Remington,model_3,25
1815-03-26,Remington,model_3,5
1815-03-27,Remington,model_3,15
1815-03-28,Remington,model_3,1
1815-03-29,Remington,model_3,25
1815-03-30,Remington,model_3,13
1815-03-31,Remington,model_3,10
1815-04-01,Remington,model_3,4
1815-04-02,Remington,model_3,39
1815-04-03,Remington,model_3,60
1815-04-04,Remington,model_3,93
1815-04-05,Remington,model_3,97
1815-04-06,Remington,model_3,73
1815-04-07,Remington,model_3,21
1815-04-08,Remington,model_3,19
1815-04-09,Remington,model_3,23
1815-04-10,Remington,model_3,2
1815-04-11,Remington,model_3,34
1815-04-12,Remington,model_3,27
1815-04-13,Remington,model_3,29
1815-04-14,Remington,model_3,26
1815-04-15,Remington,model_3,2
1815-04-16,Remington,model_3,25
1815-04-17,Remington,model_3,21
1815-04-18,Remington,model_3,1
1815-04-19,Remington,model_3,18
1815-04-20,Remington,model_3,40
1815-04-21,Remington,model_3,57
1815-04-22,Remington,model_3,59
1815-04-23,Remington,model_3,74
1815-04-24,Remington,model_3,83
1815-04-25,Remington,model_3,90
1815-04-26,Remington,model_3,82
1815-04-27,Remington,model_3,65
1815-04-28,Remington,model_3,95
1815-04-29,Remington,model_3,94
1815-04-30,Remington,model_3,54
1815-05-01,Remington,model_3,18
1815-05-02,Remington,model_3,25
1815-05-03,Remington,model_3,51
1815-05-04,Remington,model_3,97
1815-05-05,Remington,model_3,122
1815-05-06,Remington,model_3,113
1815-05-07,Remington,model_3,90
1815-05-08,Remington,model_3,129
1815-05-09,Remington,model_3,110
1815-05-10,Remington,model_3,104
1815-05-11,Remington,model_3,62
1815-05-12,Remington,model_3,51
1815-05-13,Remington,model_3,21
1815-05-14,Remington,model_3,9
1815-05-15,Remington,model_3,29
1815-05-16,Remington,model_3,3
1815-05-17,Remington,model_3,14
1815-05-18,Remington,model_3,12
1815-05-19,Remington,model_3,34
1815-05-20,Remington,model_3,80
1815-05-21,Remington,model_3,47
1815-05-22,Remington,model_3,75
1815-05-23,Remington,model_3,53
1815-05-24,Remington,model_3,48
1815-05-25,Remington,model_3,102
1815-05-26,Remington,model_3,151
1815-05-27,Remington,model_3,164
1815-05-28,Remington,model_3,168
1815-05-29,Remington,model_3,181
1815-05-30,Remington,model_3,169
1815-05-31,Remington,model_3,173
1815-06-01,Remington,model_3,186
1815-06-02,Remington,model_3,194
1815-06-03,Remington,model_3,206
1815-06-04,Remington,model_3,184
1815-06-05,Remington,model_3,189
1815-06-06,Remington,model_3,152
1815-06-07,Remington,model_3,165
1815-06-08,Remington,model_3,197
1815-06-09,Remington,model_3,193
1815-06-10,Remington,model_3,188
1815-06-11,Remington,model_3,176
1815-06-12,Remington,model_3,164
1815-06-13,Remington,model_3,163
1815-06-14,Remington,model_3,174
1815-06-15,Remington,model_3,174
1815-06-16,Remington,model_3,167
1815-06-17,Remington,model_3,146
1815-06-18,Remington,model_3,132
1815-06-19,Remington,model_3,108
1815-06-20,Remington,model_3,76
1815-06-21,Remington,model_3,65
1815-06-22,Remington,model_3,63
1815-06-23,Remington,model_3,25
1815-06-24,Remington,model_3,86
1815-06-25,Remington,model_3,129
1815-06-26,Remington,model_3,194
1815-06-27,Remington,model_3,168
1815-06-28,Remington,model_3,162
1815-06-29,Remington,model_3,153
1815-06-30,Remington,model_3,170
1815-07-01,Remington,model_3,141
1815-07-02,Remington,model_3,169
1815-07-03,Remington,model_3,156
1815-07-04,Remington,model_3,165
1815-07-05,Remington,model_3,171
1815-07-06,Remington,model_3,140
1815-07-07,Remington,model_3,98
1815-07-08,Remington,model_3,88
1815-07-09,Remington,model_3,84
1815-07-10,Remington,model_3,81
1815-07-11,Remington,model_3,117
1815-07-12,Remington,model_3,76
1815-07-13,Remington,model_3,55
1815-07-14,Remington,model_3,20
1815-07-15,Remington,model_3,22
1815-07-16,Remington,model_3,33
1815-07-17,Remington,model_3,64
1815-07-18,Remington,model_3,80
1815-07-19,Remington,model_3,84
1815-07-20,Remington,model_3,37
1815-07-21,Remington,model_3,5
1815-07-22,Remington,model_3,33
1815-07-23,Remington,model_3,65
1815-07-24,Remington,model_3,21
1815-07-25,Remington,model_3,50
1815-07-26,Remington,model_3,40
1815-07-27,Remington,model_3,45
1815-07-28,Remington,model_3,25
1815-07-29,Remington,model_3,21
1815-07-30,Remington,model_3,10
1815-07-31,Remington,model_3,14
1815-08-01,Remington,model_3,14
1815-08-02,Remington,model_3,11
1815-08-03,Remington,model_3,7
1815-08-04,Remington,model_3,3
1815-08-05,Remington,model_3,13
1815-08-06,Remington,model_3,37
1815-08-07,Remington,model_3,56
1815-08-08,Remington,model_3,74
1815-08-09,Remington,model_3,74
1815-08-10,Remington,model_3,72
1815-08-11,Remington,model_3,76
1815-08-12,Remington,model_3,80
1815-08-13,Remington,model_3,57
1815-08-14,Remington,model_3,68
1815-08-15,Remington,model_3,37
1815-08-16,Remington,model_3,28
1815-08-17,Remington,model_3,2
1815-08-18,Remington,model_3,32
1815-08-19,Remington,model_3,49
1815-08-20,Remington,model_3,90
1815-08-21,Remington,model_3,104
1815-08-22,Remington,model_3,88
1815-08-23,Remington,model_3,116
1815-08-24,Remington,model_3,107
1815-08-25,Remington,model_3,67
1815-08-26,Remington,model_3,45
1815-08-27,Remington,model_3,66
1815-08-28,Remington,model_3,70
1815-08-29,Remington,model_3,65
1815-08-30,Remington,model_3,21
1815-08-31,Remington,model_3,4
1815-09-01,Remington,model_3,15
1815-09-02,Remington,model_3,41
1815-09-03,Remington,model_3,43
1815-09-04,Remington,model_3,5
1815-09-05,Remington,model_3,26
1815-09-06,Remington,model_3,18
1815-09-07,Remington,model_3,22
1815-09-08,Remington,model_3,43
1815-09-09,Remington,model_3,24
1815-09-10,Remington,model_3,47
1815-09-11,Remington,model_3,59
1815-09-12,Remington,model_3,34
1815-09-13,Remington,model_3,29
1815-09-14,Remington,model_3,17
1815-09-15,Remington,model_3,36
1815-09-16,Remington,model_3,48
1815-09-17,Remington,model_3,58
1815-09-18,Remington,model_3,97
1815-09-19,Remington,model_3,86
1815-09-20,Remington,model_3,103
1815-09-21,Remington,model_3,66
1815-09-22,Remington,model_3,42
1815-09-23,Remington,model_3,35
1815-09-24,Remington,model_3,38
1815-09-25,Remington,model_3,39
1815-09-26,Remington,model_3,64
1815-09-27,Remington,model_3,83
1815-09-28,Remington,model_3,80
1815-09-29,Remington,model_3,98
1815-09-30,Remington,model_3,100
1815-10-01,Remington,model_3,84
1815-10-02,Remington,model_3,93
1815-10-03,Remington,model_3,106
1815-10-04,Remington,model_3,126
1815-10-05,Remington,model_3,137
1815-10-06,Remington,model_3,143
1815-10-07,Remington,model_3,104
1815-10-08,Remington,model_3,85
1815-10-09,Remington,model_3,75
1815-10-10,Remington,model_3,53
1815-10-11,Remington,model_3,18
1815-10-12,Remington,model_3,57
1815-10-13,Remington,model_3,46
1815-10-14,Remington,model_3,19
1815-10-15,Remington,model_3,11
1815-10-16,Remington,model_3,84
1815-10-17,Remington,model_3,86
1815-10-18,Remington,model_3,74
1815-10-19,Remington,model_3,65
1815-10-20,Remington,model_3,96
1815-10-21,Remington,model_3,102
1815-10-22,Remington,model_3,94
1815-10-23,Remington,model_3,58
1815-10-24,Remington,model_3,42
1815-10-25,Remington,model_3,67
1815-10-26,Remington,model_3,85
1815-10-27,Remington,model_3,68
1815-10-28,Remington,model_3,36
1815-10-29,Remington,model_3,24
1815-10-30,Remington,model_3,12
1815-10-31,Remington,model_3,13
1815-11-01,Remington,model_3,34
1815-11-02,Remington,model_3,10
1815-11-03,Remington,model_3,43
1815-11-04,Remington,model_3,81
1815-11-05,Remington,model_3,84
1815-11-06,Remington,model_3,62
1815-11-07,Remington,model_3,98
1815-11-08,Remington,model_3,86
1815-11-09,Remington,model_3,104
1815-11-10,Remington,model_3,122
1815-11-11,Remington,model_3,105
1815-11-12,Remington,model_3,78
1815-11-13,Remington,model_3,59
1815-11-14,Remington,model_3,77
1815-11-15,Remington,model_3,108
1815-11-16,Remington,model_3,142
1815-11-17,Remington,model_3,191
1815-11-18,Remington,model_3,206
1815-11-19,Remington,model_3,199
1815-11-20,Remington,model_3,239
1815-11-21,Remington,model_3,267
1815-11-22,Remington,model_3,273
1815-11-23,Remington,model_3,238
1815-11-24,Remington,model_3,244
1815-11-25,Remington,model_3,230
1815-11-26,Remington,model_3,228
1815-11-27,Remington,model_3,215
1815-11-28,Remington,model_3,227
1815-11-29,Remington,model_3,202
1815-11-30,Remington,model_3,247
1815-12-01,Remington,model_3,261
1815-12-02,Remington,model_3,230
1815-12-03,Remington,model_3,244
1815-12-04,Remington,model_3,275
1815-12-05,Remington,model_3,262
1815-12-06,Remington,model_3,282
1815-12-07,Remington,model_3,303
1815-12-08,Remington,model_3,284
1815-12-09,Remington,model_3,286
1815-12-10,Remington,model_3,286
1815-12-11,Remington,model_3,302
1815-12-12,Remington,model_3,336
1815-12-13,Remington,model_3,363
1815-12-14,Remington,model_3,336
1815-12-15,Remington,model_3,343
1815-12-16,Remington,model_3,319
1815-12-17,Remington,model_3,308
1815-12-18,Remington,model_3,289
1815-12-19,Remington,model_3,321
1815-12-20,Remington,model_3,302
1815-12-21,Remington,model_3,288
1815-12-22,Remington,model_3,285
1815-12-23,Remington,model_3,283
1815-12-24,Remington,model_3,292
1815-12-25,Remington,model_3,288
1815-12-26,Remington,model_3,296
1815-12-27,Remington,model_3,314
1815-12-28,Remington,model_3,304
1815-12-29,Remington,model_3,329
1815-12-30,Remington,model_3,347
1815-12-31,Remington,model_3,323
1816-01-01,Remington,model_3,328
1816-01-02,Remington,model_3,320
1816-01-03,Remington,model_3,343
1816-01-04,Remington,model_3,348
1816-01-05,Remington,model_3,369
1816-01-06,Remington,model_3,410
1816-01-07,Remington,model_3,392
1816-01-08,Remington,model_3,374
1816-01-09,Remington,model_3,415
1816-01-10,Remington,model_3,400
1816-01-11,Remington,model_3,379
1816-01-12,Remington,model_3,369
1816-01-13,Remington,model_3,380
1816-01-14,Remington,model_3,375
1816-01-15,Remington,model_3,323
1816-01-16,Remington,model_3,305
1816-01-17,Remington,model_3,327
1816-01-18,Remington,model_3,289
1816-01-19,Remington,model_3,262
1816-01-20,Remington,model_3,236
1816-01-21,Remington,model_3,227
1816-01-22,Remington,model_3,273
1816-01-23,Remington,model_3,299
1816-01-24,Remington,model_3,294
1816-01-25,Remington,model_3,298
1816-01-26,Remington,model_3,334
1816-01-27,Remington,model_3,322
1816-01-28,Remington,model_3,315
1816-01-29,Remington,model_3,312
1816-01-30,Remington,model_3,335
1816-01-31,Remington,model_3,344
1816-02-01,Remington,model_3,351
1816-02-02,Remington,model_3,319
1816-02-03,Remington,model_3,314
1816-02-04,Remington,model_3,273
1816-02-05,Remington,model_3,322
1816-02-06,Remington,model_3,337
1816-02-07,Remington,model_3,300
1816-02-08,Remington,model_3,273
1816-02-09,Remington,model_3,280
1816-02-10,Remington,model_3,291
1816-02-11,Remington,model_3,256
1816-02-12,Remington,model_3,255
1816-02-13,Remington,model_3,304
1816-02-14,Remington,model_3,322
1816-02-15,Remington,model_3,325
1816-02-16,Remington,model_3,323
1816-02-17,Remington,model_3,323
1816-02-18,Remington,model_3,352
1816-02-19,Remington,model_3,352
1816-02-20,Remington,model_3,367
1816-02-21,Remington,model_3,371
1816-02-22,Remington,model_3,398
1816-02-23,Remington,model_3,408
1816-02-24,Remington,model_3,463
1816-02-25,Remington,model_3,422
1816-02-26,Remington,model_3,357
1816-02-27,Remington,model_3,361
1816-02-28,Remington,model_3,335
1816-02-29,Remington,model_3,332
1816-03-01,Remington,model_3,344
1816-03-02,Remington,model_3,367
1816-03-03,Remington,model_3,370
1816-03-04,Remington,model_3,384
1816-03-05,Remington,model_3,359
1816-03-06,Remington,model_3,344
1816-03-07,Remington,model_3,325
1816-03-08,Remington,model_3,341
1816-03-09,Remington,model_3,311
1816-03-10,Remington,model_3,284
1816-03-11,Remington,model_3,246
1816-03-12,Remington,model_3,224
1816-03-13,Remington,model_3,209
1816-03-14,Remington,model_3,216
1816-03-15,Remington,model_3,217
1816-03-16,Remington,model_3,212
1816-03-17,Remington,model_3,222
1816-03-18,Remington,model_3,201
1816-03-19,Remington,model_3,223
1816-03-20,Remington,model_3,229
1816-03-21,Remington,model_3,247
1816-03-22,Remington,model_3,288
1816-03-23,Remington,model_3,267
1816-03-24,Remington,model_3,309
1816-03-25,Remington,model_3,292
1816-03-26,Remington,model_3,299
1816-03-27,Remington,model_3,248
1816-03-28,Remington,model_3,254
1816-03-29,Remington,model_3,253
1816-03-30,Remington,model_3,275
1816-03-31,Remington,model_3,246
1816-04-01,Remington,model_3,245
1816-04-02,Remington,model_3,209
1816-04-03,Remington,model_3,179
1816-04-04,Remington,model_3,191
1816-04-05,Remington,model_3,199
1816-04-06,Remington,model_3,167
1816-04-07,Remington,model_3,212
1816-04-08,Remington,model_3,234
1816-04-09,Remington,model_3,225
1816-04-10,Remington,model_3,214
1816-04-11,Remington,model_3,242
1816-04-12,Remington,model_3,254
1816-04-13,Remington,model_3,212
1816-04-14,Remington,model_3,238
1816-04-15,Remington,model_3,219
1816-04-16,Remington,model_3,217
1816-04-17,Remington,model_3,220
1816-04-18,Remington,model_3,272
1816-04-19,Remington,model_3,265
1816-04-20,Remington,model_3,245
1816-04-21,Remington,model_3,271
1816-04-22,Remington,model_3,285
1816-04-23,Remington,model_3,295
1816-04-24,Remington,model_3,299
1816-04-25,Remington,model_3,340
1816-04-26,Remington,model_3,344
1816-04-27,Remington,model_3,391
1816-04-28,Remington,model_3,389
1816-04-29,Remington,model_3,396
1816-04-30,Remington,model_3,366
1816-05-01,Remington,model_3,367
1816-05-02,Remington,model_3,349
1816-05-03,Remington,model_3,329
1816-05-04,Remington,model_3,342
1816-05-05,Remington,model_3,328
1816-05-06,Remington,model_3,332
1816-05-07,Remington,model_3,294
1816-05-08,Remington,model_3,284
1816-05-09,Remington,model_3,296
1816-05-10,Remington,model_3,279
1816-05-11,Remington,model_3,285
1816-05-12,Remington,model_3,270
1816-05-13,Remington,model_3,255
1816-05-14,Remington,model_3,268
1816-05-15,Remington,model_3,227
1816-05-16,Remington,model_3,243
1816-05-17,Remington,model_3,247
1816-05-18,Remington,model_3,268
1816-05-19,Remington,model_3,263
1816-05-20,Remington,model_3,276
1816-05-21,Remington,model_3,284
1816-05-22,Remington,model_3,278
1816-05-23,Remington,model_3,279
1816-05-24,Remington,model_3,292
1816-05-25,Remington,model_3,297
1816-05-26,Remington,model_3,295
1816-05-27,Remington,model_3,281
1816-05-28,Remington,model_3,247
1816-05-29,Remington,model_3,188
1816-05-30,Remington,model_3,201
1816-05-31,Remington,model_3,151
1816-06-01,Remington,model_3,147
1816-06-02,Remington,model_3,115
1816-06-03,Remington,model_3,159
1816-06-04,Remington,model_3,159
1816-06-05,Remington,model_3,197
1816-06-06,Remington,model_3,189
1816-06-07,Remington,model_3,142
1816-06-08,Remington,model_3,138
1816-06-09,Remington,model_3,155
1816-06-10,Remington,model_3,165
1816-06-11,Remington,model_3,172
1816-06-12,Remington,model_3,155
1816-06-13,Remington,model_3,178
1816-06-14,Remington,model_3,143
1816-06-15,Remington,model_3,99
1816-06-16,Remington,model_3,105
1816-06-17,Remington,model_3,111
1816-06-18,Remington,model_3,105
1816-06-19,Remington,model_3,91
1816-06-20,Remington,model_3,97
1816-06-21,Remington,model_3,60
1816-06-22,Remington,model_3,49
1816-06-23,Remington,model_3,13
1816-06-24,Remington,model_3,11
1816-06-25,Remington,model_3,5
1816-06-26,Remington,model_3,48
1816-06-27,Remington,model_3,32
1816-06-28,Remington,model_3,46
1816-06-29,Remington,model_3,25
1816-06-30,Remington,model_3,43
1816-07-01,Remington,model_3,24
1816-07-02,Remington,model_3,15
1816-07-03,Remington,model_3,8
1816-07-04,Remington,model_3,1
1816-07-05,Remington,model_3,9
1816-07-06,Remington,model_3,25
1816-07-07,Remington,model_3,36
1816-07-08,Remington,model_3,19
1816-07-09,Remington,model_3,14
1816-07-10,Remington,model_3,9
1816-07-11,Remington,model_3,8
1816-07-12,Remington,model_3,7
1816-07-13,Remington,model_3,20
1816-07-14,Remington,model_3,35
1816-07-15,Remington,model_3,6
1816-07-16,Remington,model_3,27
1816-07-17,Remington,model_3,27
1816-07-18,Remington,model_3,6
1816-07-19,Remington,model_3,10
1816-07-20,Remington,model_3,6
1816-07-21,Remington,model_3,17
1816-07-22,Remington,model_3,29
1816-07-23,Remington,model_3,59
1816-07-24,Remington,model_3,46
1816-07-25,Remington,model_3,43
1816-07-26,Remington,model_3,87
1816-07-27,Remington,model_3,96
1816-07-28,Remington,model_3,113
1816-07-29,Remington,model_3,93
1816-07-30,Remington,model_3,73
1816-07-31,Remington,model_3,71
1816-08-01,Remington,model_3,90
1816-08-02,Remington,model_3,100
1816-08-03,Remington,model_3,86
1816-08-04,Remington,model_3,75
1816-08-05,Remington,model_3,77
1816-08-06,Remington,model_3,76
1816-08-07,Remington,model_3,94
1816-08-08,Remington,model_3,68
1816-08-09,Remington,model_3,100
1816-08-10,Remington,model_3,75
1816-08-11,Remington,model_3,70
1816-08-12,Remington,model_3,39
1816-08-13,Remington,model_3,46
1816-08-14,Remington,model_3,35
1816-08-15,Remington,model_3,23
1816-08-16,Remington,model_3,23
1816-08-17,Remington,model_3,28
1816-08-18,Remington,model_3,8
1816-08-19,Remington,model_3,15
1816-08-20,Remington,model_3,4
1816-08-21,Remington,model_3,26
1816-08-22,Remington,model_3,18
1816-08-23,Remington,model_3,38
1816-08-24,Remington,model_3,12
1816-08-25,Remington,model_3,7
1816-08-26,Remington,model_3,20
1816-08-27,Remington,model_3,4
1816-08-28,Remington,model_3,18
1816-08-29,Remington,model_3,11
1816-08-30,Remington,model_3,2
1816-08-31,Remington,model_3,22
1816-09-01,Remington,model_3,48
1816-09-02,Remington,model_3,36
1816-09-03,Remington,model_3,39
1816-09-04,Remington,model_3,15
1816-09-05,Remington,model_3,17
1816-09-06,Remington,model_3,42
1816-09-07,Remington,model_3,59
1816-09-08,Remington,model_3,30
1816-09-09,Remington,model_3,23
1816-09-10,Remington,model_3,24
1816-09-11,Remington,model_3,20
1816-09-12,Remington,model_3,42
1816-09-13,Remington,model_3,11
1816-09-14,Remington,model_3,46
1816-09-15,Remington,model_3,44
1816-09-16,Remington,model_3,33
1816-09-17,Remington,model_3,48
1816-09-18,Remington,model_3,60
1816-09-19,Remington,model_3,32
1816-09-20,Remington,model_3,34
1816-09-21,Remington,model_3,12
1816-09-22,Remington,model_3,12
1816-09-23,Remington,model_3,0
1816-09-24,Remington,model_3,29
1816-09-25,Remington,model_3,1
1816-09-26,Remington,model_3,16
1816-09-27,Remington,model_3,23
1816-09-28,Remington,model_3,8
1816-09-29,Remington,model_3,69
1816-09-30,Remington,model_3,100
1816-10-01,Remington,model_3,76
1816-10-02,Remington,model_3,34
1816-10-03,Remington,model_3,64
1816-10-04,Remington,model_3,22
1816-10-05,Remington,model_3,34
1816-10-06,Remington,model_3,6
1816-10-07,Remington,model_3,42
1816-10-08,Remington,model_3,57
1816-10-09,Remington,model_3,19
1816-10-10,Remington,model_3,4
1816-10-11,Remington,model_3,41
1816-10-12,Remington,model_3,16
1816-10-13,Remington,model_3,40
1816-10-14,Remington,model_3,52
1816-10-15,Remington,model_3,71
1816-10-16,Remington,model_3,86
1816-10-17,Remington,model_3,82
1816-10-18,Remington,model_3,87
1816-10-19,Remington,model_3,66
1816-10-20,Remington,model_3,93
1816-10-21,Remington,model_3,85
1816-10-22,Remington,model_3,72
1816-10-23,Remington,model_3,29
1816-10-24,Remington,model_3,4
1816-10-25,Remington,model_3,26
1816-10-26,Remington,model_3,41
1816-10-27,Remington,model_3,57
1816-10-28,Remington,model_3,51
1816-10-29,Remington,model_3,67
1816-10-30,Remington,model_3,84
1816-10-31,Remington,model_3,108
1816-11-01,Remington,model_3,92
1816-11-02,Remington,model_3,78
1816-11-03,Remington,model_3,62
1816-11-04,Remington,model_3,47
1816-11-05,Remington,model_3,98
1816-11-06,Remington,model_3,111
1816-11-07,Remington,model_3,127
1816-11-08,Remington,model_3,121
1816-11-09,Remington,model_3,97
1816-11-10,Remington,model_3,82
1816-11-11,Remington,model_3,42
1816-11-12,Remington,model_3,65
1816-11-13,Remington,model_3,70
1816-11-14,Remington,model_3,85
1816-11-15,Remington,model_3,84
1816-11-16,Remington,model_3,81
1816-11-17,Remington,model_3,116
1816-11-18,Remington,model_3,91
1816-11-19,Remington,model_3,68
1816-11-20,Remington,model_3,61
1816-11-21,Remington,model_3,93
1816-11-22,Remington,model_3,149
1816-11-23,Remington,model_3,166
1816-11-24,Remington,model_3,179
1816-11-25,Remington,model_3,207
1816-11-26,Remington,model_3,236
1816-11-27,Remington,model_3,238
1816-11-28,Remington,model_3,280
1816-11-29,Remington,model_3,259
1816-11-30,Remington,model_3,234
1816-12-01,Remington,model_3,254
1816-12-02,Remington,model_3,284
1816-12-03,Remington,model_3,291
1816-12-04,Remington,model_3,294
1816-12-05,Remington,model_3,296
1816-12-06,Remington,model_3,292
1816-12-07,Remington,model_3,315
1816-12-08,Remington,model_3,361
1816-12-09,Remington,model_3,370
1816-12-10,Remington,model_3,352
1816-12-11,Remington,model_3,376
1816-12-12,Remington,model_3,392
1816-12-13,Remington,model_3,378
1816-12-14,Remington,model_3,412
1816-12-15,Remington,model_3,411
1816-12-16,Remington,model_3,451
1816-12-17,Remington,model_3,454
1816-12-18,Remington,model_3,418
1816-12-19,Remington,model_3,357
1816-12-20,Remington,model_3,371
1816-12-21,Remington,model_3,404
1816-12-22,Remington,model_3,368
1816-12-23,Remington,model_3,374
1816-12-24,Remington,model_3,374
1816-12-25,Remington,model_3,384
1816-12-26,Remington,model_3,376
1816-12-27,Remington,model_3,405
1816-12-28,Remington,model_3,401
1816-12-29,Remington,model_3,429
1816-12-30,Remington,model_3,445
1816-12-31,Remington,model_3,413
1810-01-01,Henry Lever,model_1,2
1810-01-02,Henry Lever,model_1,3
1810-01-03,Henry Lever,model_1,2
1810-01-04,Henry Lever,model_1,4
1810-01-05,Henry Lever,model_1,6
1810-01-06,Henry Lever,model_1,11
1810-01-07,Henry Lever,model_1,9
1810-01-08,Henry Lever,model_1,5
1810-01-09,Henry Lever,model_1,2
1810-01-10,Henry Lever,model_1,3
1810-01-11,Henry Lever,model_1,8
1810-01-12,Henry Lever,model_1,0
1810-01-13,Henry Lever,model_1,14
1810-01-14,Henry Lever,model_1,17
1810-01-15,Henry Lever,model_1,8
1810-01-16,Henry Lever,model_1,23
1810-01-17,Henry Lever,model_1,11
1810-01-18,Henry Lever,model_1,21
1810-01-19,Henry Lever,model_1,45
1810-01-20,Henry Lever,model_1,67
1810-01-21,Henry Lever,model_1,78
1810-01-22,Henry Lever,model_1,84
1810-01-23,Henry Lever,model_1,94
1810-01-24,Henry Lever,model_1,98
1810-01-25,Henry Lever,model_1,87
1810-01-26,Henry Lever,model_1,74
1810-01-27,Henry Lever,model_1,87
1810-01-28,Henry Lever,model_1,97
1810-01-29,Henry Lever,model_1,108
1810-01-30,Henry Lever,model_1,122
1810-01-31,Henry Lever,model_1,118
1810-02-01,Henry Lever,model_1,114
1810-02-02,Henry Lever,model_1,115
1810-02-03,Henry Lever,model_1,113
1810-02-04,Henry Lever,model_1,94
1810-02-05,Henry Lever,model_1,125
1810-02-06,Henry Lever,model_1,115
1810-02-07,Henry Lever,model_1,127
1810-02-08,Henry Lever,model_1,114
1810-02-09,Henry Lever,model_1,111
1810-02-10,Henry Lever,model_1,96
1810-02-11,Henry Lever,model_1,97
1810-02-12,Henry Lever,model_1,96
1810-02-13,Henry Lever,model_1,89
1810-02-14,Henry Lever,model_1,89
1810-02-15,Henry Lever,model_1,60
1810-02-16,Henry Lever,model_1,49
1810-02-17,Henry Lever,model_1,39
1810-02-18,Henry Lever,model_1,60
1810-02-19,Henry Lever,model_1,83
1810-02-20,Henry Lever,model_1,94
1810-02-21,Henry Lever,model_1,89
1810-02-22,Henry Lever,model_1,94
1810-02-23,Henry Lever,model_1,91
1810-02-24,Henry Lever,model_1,79
1810-02-25,Henry Lever,model_1,82
1810-02-26,Henry Lever,model_1,113
1810-02-27,Henry Lever,model_1,100
1810-02-28,Henry Lever,model_1,108
1810-03-01,Henry Lever,model_1,91
1810-03-02,Henry Lever,model_1,95
1810-03-03,Henry Lever,model_1,96
1810-03-04,Henry Lever,model_1,88
1810-03-05,Henry Lever,model_1,80
1810-03-06,Henry Lever,model_1,60
1810-03-07,Henry Lever,model_1,40
1810-03-08,Henry Lever,model_1,40
1810-03-09,Henry Lever,model_1,39
