Date,Maker,Model,Bullets,Channel,Quantity
1811-02-03,Henry Lever,model_3,bullets_B,TF,8
1811-02-04,Henry Lever,model_3,bullets_B,TF,5
1811-02-05,Henry Lever,model_3,bullets_B,TF,3
1811-02-06,Henry Lever,model_3,bullets_B,TF,3
1811-02-07,Henry Lever,model_3,bullets_B,TF,6
1811-02-08,Henry Lever,model_3,bullets_B,TF,4
1811-02-09,Henry Lever,model_3,bullets_B,TF,6
1811-02-10,Henry Lever,model_3,bullets_B,TF,2
1811-02-11,Henry Lever,model_3,bullets_B,TF,5
1811-02-12,Henry Lever,model_3,bullets_B,TF,7
1811-02-13,Henry Lever,model_3,bullets_B,TF,6
1811-02-14,Henry Lever,model_3,bullets_B,TF,9
1811-02-15,Henry Lever,model_3,bullets_B,TF,10
1811-02-16,Henry Lever,model_3,bullets_B,TF,9
1811-02-17,Henry Lever,model_3,bullets_B,TF,9
1811-02-18,Henry Lever,model_3,bullets_B,TF,7
1811-02-19,Henry Lever,model_3,bullets_B,TF,4
1811-02-20,Henry Lever,model_3,bullets_B,TF,1
1811-02-21,Henry Lever,model_3,bullets_B,TF,3
1811-02-22,Henry Lever,model_3,bullets_B,TF,4
1811-02-23,Henry Lever,model_3,bullets_B,TF,2
1811-02-24,Henry Lever,model_3,bullets_B,TF,5
1811-02-25,Henry Lever,model_3,bullets_B,TF,8
1811-02-26,Henry Lever,model_3,bullets_B,TF,7
1811-02-27,Henry Lever,model_3,bullets_B,TF,9
1811-02-28,Henry Lever,model_3,bullets_B,TF,7
1811-03-01,Henry Lever,model_3,bullets_B,TF,6
1811-03-02,Henry Lever,model_3,bullets_B,TF,6
1811-03-03,Henry Lever,model_3,bullets_B,TF,4
1811-03-04,Henry Lever,model_3,bullets_B,TF,0
1811-03-05,Henry Lever,model_3,bullets_B,TF,1
1811-03-06,Henry Lever,model_3,bullets_B,TF,2
1811-03-07,Henry Lever,model_3,bullets_B,TF,8
1811-03-08,Henry Lever,model_3,bullets_B,TF,5
1811-03-09,Henry Lever,model_3,bullets_B,TF,3
1811-03-10,Henry Lever,model_3,bullets_B,TF,2
1811-03-11,Henry Lever,model_3,bullets_B,TF,1
1811-03-12,Henry Lever,model_3,bullets_B,TF,4
1811-03-13,Henry Lever,model_3,bullets_B,TF,4
1811-03-14,Henry Lever,model_3,bullets_B,TF,4
1811-03-15,Henry Lever,model_3,bullets_B,TF,6
1811-03-16,Henry Lever,model_3,bullets_B,TF,4
1811-03-17,Henry Lever,model_3,bullets_B,TF,5
1811-03-18,Henry Lever,model_3,bullets_B,TF,8
1811-03-19,Henry Lever,model_3,bullets_B,TF,7
1811-03-20,Henry Lever,model_3,bullets_B,TF,7
1811-03-21,Henry Lever,model_3,bullets_B,TF,4
1811-03-22,Henry Lever,model_3,bullets_B,TF,5
1811-03-23,Henry Lever,model_3,bullets_B,TF,1
1811-03-24,Henry Lever,model_3,bullets_B,TF,0
1811-03-25,Henry Lever,model_3,bullets_B,TF,2
1811-03-26,Henry Lever,model_3,bullets_B,TF,3
1811-03-27,Henry Lever,model_3,bullets_B,TF,1
1811-03-28,Henry Lever,model_3,bullets_B,TF,5
1811-03-29,Henry Lever,model_3,bullets_B,TF,7
1811-03-30,Henry Lever,model_3,bullets_B,TF,7
1811-03-31,Henry Lever,model_3,bullets_B,TF,9
1811-04-01,Henry Lever,model_3,bullets_B,TF,9
1811-04-02,Henry Lever,model_3,bullets_B,TF,12
1811-04-03,Henry Lever,model_3,bullets_B,TF,11
1811-04-04,Henry Lever,model_3,bullets_B,TF,10
1811-04-05,Henry Lever,model_3,bullets_B,TF,11
1811-04-06,Henry Lever,model_3,bullets_B,TF,9
1811-04-07,Henry Lever,model_3,bullets_B,TF,11
1811-04-08,Henry Lever,model_3,bullets_B,TF,10
1811-04-09,Henry Lever,model_3,bullets_B,TF,9
1811-04-10,Henry Lever,model_3,bullets_B,TF,12
1811-04-11,Henry Lever,model_3,bullets_B,TF,12
1811-04-12,Henry Lever,model_3,bullets_B,TF,10
1811-04-13,Henry Lever,model_3,bullets_B,TF,12
1811-04-14,Henry Lever,model_3,bullets_B,TF,11
1811-04-15,Henry Lever,model_3,bullets_B,TF,8
1811-04-16,Henry Lever,model_3,bullets_B,TF,12
1811-04-17,Henry Lever,model_3,bullets_B,TF,16
1811-04-18,Henry Lever,model_3,bullets_B,TF,18
1811-04-19,Henry Lever,model_3,bullets_B,TF,15
1811-04-20,Henry Lever,model_3,bullets_B,TF,17
1811-04-21,Henry Lever,model_3,bullets_B,TF,19
1811-04-22,Henry Lever,model_3,bullets_B,TF,17
1811-04-23,Henry Lever,model_3,bullets_B,TF,23
1811-04-24,Henry Lever,model_3,bullets_B,TF,26
1811-04-25,Henry Lever,model_3,bullets_B,TF,25
1811-04-26,Henry Lever,model_3,bullets_B,TF,26
1811-04-27,Henry Lever,model_3,bullets_B,TF,27
1811-04-28,Henry Lever,model_3,bullets_B,TF,28
1811-04-29,Henry Lever,model_3,bullets_B,TF,26
1811-04-30,Henry Lever,model_3,bullets_B,TF,25
1811-05-01,Henry Lever,model_3,bullets_B,TF,26
1811-05-02,Henry Lever,model_3,bullets_B,TF,24
1811-05-03,Henry Lever,model_3,bullets_B,TF,24
1811-05-04,Henry Lever,model_3,bullets_B,TF,24
1811-05-05,Henry Lever,model_3,bullets_B,TF,28
1811-05-06,Henry Lever,model_3,bullets_B,TF,27
1811-05-07,Henry Lever,model_3,bullets_B,TF,25
1811-05-08,Henry Lever,model_3,bullets_B,TF,28
1811-05-09,Henry Lever,model_3,bullets_B,TF,22
1811-05-10,Henry Lever,model_3,bullets_B,TF,23
1811-05-11,Henry Lever,model_3,bullets_B,TF,25
1811-05-12,Henry Lever,model_3,bullets_B,TF,23
1811-05-13,Henry Lever,model_3,bullets_B,TF,23
1811-05-14,Henry Lever,model_3,bullets_B,TF,22
1811-05-15,Henry Lever,model_3,bullets_B,TF,23
1811-05-16,Henry Lever,model_3,bullets_B,TF,23
1811-05-17,Henry Lever,model_3,bullets_B,TF,18
1811-05-18,Henry Lever,model_3,bullets_B,TF,18
1811-05-19,Henry Lever,model_3,bullets_B,TF,14
1811-05-20,Henry Lever,model_3,bullets_B,TF,17
1811-05-21,Henry Lever,model_3,bullets_B,TF,13
1811-05-22,Henry Lever,model_3,bullets_B,TF,16
1811-05-23,Henry Lever,model_3,bullets_B,TF,18
1811-05-24,Henry Lever,model_3,bullets_B,TF,13
1811-05-25,Henry Lever,model_3,bullets_B,TF,13
1811-05-26,Henry Lever,model_3,bullets_B,TF,14
1811-05-27,Henry Lever,model_3,bullets_B,TF,12
1811-05-28,Henry Lever,model_3,bullets_B,TF,10
1811-05-29,Henry Lever,model_3,bullets_B,TF,12
1811-05-30,Henry Lever,model_3,bullets_B,TF,14
1811-05-31,Henry Lever,model_3,bullets_B,TF,14
1811-06-01,Henry Lever,model_3,bullets_B,TF,13
1811-06-02,Henry Lever,model_3,bullets_B,TF,13
1811-06-03,Henry Lever,model_3,bullets_B,TF,14
1811-06-04,Henry Lever,model_3,bullets_B,TF,9
1811-06-05,Henry Lever,model_3,bullets_B,TF,8
1811-06-06,Henry Lever,model_3,bullets_B,TF,12
1811-06-07,Henry Lever,model_3,bullets_B,TF,12
1811-06-08,Henry Lever,model_3,bullets_B,TF,11
1811-06-09,Henry Lever,model_3,bullets_B,TF,7
1811-06-10,Henry Lever,model_3,bullets_B,TF,7
1811-06-11,Henry Lever,model_3,bullets_B,TF,9
1811-06-12,Henry Lever,model_3,bullets_B,TF,4
1811-06-13,Henry Lever,model_3,bullets_B,TF,4
1811-06-14,Henry Lever,model_3,bullets_B,TF,4
1811-06-15,Henry Lever,model_3,bullets_B,TF,4
1811-06-16,Henry Lever,model_3,bullets_B,TF,1
1811-06-17,Henry Lever,model_3,bullets_B,TF,5
1811-06-18,Henry Lever,model_3,bullets_B,TF,7
1811-06-19,Henry Lever,model_3,bullets_B,TF,7
1811-06-20,Henry Lever,model_3,bullets_B,TF,7
1811-06-21,Henry Lever,model_3,bullets_B,TF,2
1811-06-22,Henry Lever,model_3,bullets_B,TF,2
1811-06-23,Henry Lever,model_3,bullets_B,TF,6
1811-06-24,Henry Lever,model_3,bullets_B,TF,6
1811-06-25,Henry Lever,model_3,bullets_B,TF,6
1811-06-26,Henry Lever,model_3,bullets_B,TF,4
1811-06-27,Henry Lever,model_3,bullets_B,TF,5
1811-06-28,Henry Lever,model_3,bullets_B,TF,5
1811-06-29,Henry Lever,model_3,bullets_B,TF,6
1811-06-30,Henry Lever,model_3,bullets_B,TF,6
1811-07-01,Henry Lever,model_3,bullets_B,TF,10
1811-07-02,Henry Lever,model_3,bullets_B,TF,10
1811-07-03,Henry Lever,model_3,bullets_B,TF,13
1811-07-04,Henry Lever,model_3,bullets_B,TF,10
1811-07-05,Henry Lever,model_3,bullets_B,TF,14
1811-07-06,Henry Lever,model_3,bullets_B,TF,16
1811-07-07,Henry Lever,model_3,bullets_B,TF,15
1811-07-08,Henry Lever,model_3,bullets_B,TF,11
1811-07-09,Henry Lever,model_3,bullets_B,TF,15
1811-07-10,Henry Lever,model_3,bullets_B,TF,19
1811-07-11,Henry Lever,model_3,bullets_B,TF,20
1811-07-12,Henry Lever,model_3,bullets_B,TF,17
1811-07-13,Henry Lever,model_3,bullets_B,TF,18
1811-07-14,Henry Lever,model_3,bullets_B,TF,17
1811-07-15,Henry Lever,model_3,bullets_B,TF,19
1811-07-16,Henry Lever,model_3,bullets_B,TF,22
1811-07-17,Henry Lever,model_3,bullets_B,TF,20
1811-07-18,Henry Lever,model_3,bullets_B,TF,24
1811-07-19,Henry Lever,model_3,bullets_B,TF,23
1811-07-20,Henry Lever,model_3,bullets_B,TF,23
1811-07-21,Henry Lever,model_3,bullets_B,TF,22
1811-07-22,Henry Lever,model_3,bullets_B,TF,28
1811-07-23,Henry Lever,model_3,bullets_B,TF,29
1811-07-24,Henry Lever,model_3,bullets_B,TF,26
1811-07-25,Henry Lever,model_3,bullets_B,TF,28
1811-07-26,Henry Lever,model_3,bullets_B,TF,30
1811-07-27,Henry Lever,model_3,bullets_B,TF,30
1811-07-28,Henry Lever,model_3,bullets_B,TF,30
1811-07-29,Henry Lever,model_3,bullets_B,TF,30
1811-07-30,Henry Lever,model_3,bullets_B,TF,27
1811-07-31,Henry Lever,model_3,bullets_B,TF,34
1811-08-01,Henry Lever,model_3,bullets_B,TF,33
1811-08-02,Henry Lever,model_3,bullets_B,TF,31
1811-08-03,Henry Lever,model_3,bullets_B,TF,29
1811-08-04,Henry Lever,model_3,bullets_B,TF,31
1811-08-05,Henry Lever,model_3,bullets_B,TF,32
1811-08-06,Henry Lever,model_3,bullets_B,TF,29
1811-08-07,Henry Lever,model_3,bullets_B,TF,33
1811-08-08,Henry Lever,model_3,bullets_B,TF,32
1811-08-09,Henry Lever,model_3,bullets_B,TF,33
1811-08-10,Henry Lever,model_3,bullets_B,TF,30
1811-08-11,Henry Lever,model_3,bullets_B,TF,32
1811-08-12,Henry Lever,model_3,bullets_B,TF,33
1811-08-13,Henry Lever,model_3,bullets_B,TF,36
1811-08-14,Henry Lever,model_3,bullets_B,TF,35
1811-08-15,Henry Lever,model_3,bullets_B,TF,33
1811-08-16,Henry Lever,model_3,bullets_B,TF,31
1811-08-17,Henry Lever,model_3,bullets_B,TF,27
1811-08-18,Henry Lever,model_3,bullets_B,TF,30
1811-08-19,Henry Lever,model_3,bullets_B,TF,29
1811-08-20,Henry Lever,model_3,bullets_B,TF,28
1811-08-21,Henry Lever,model_3,bullets_B,TF,28
1811-08-22,Henry Lever,model_3,bullets_B,TF,28
1811-08-23,Henry Lever,model_3,bullets_B,TF,28
1811-08-24,Henry Lever,model_3,bullets_B,TF,30
1811-08-25,Henry Lever,model_3,bullets_B,TF,35
1811-08-26,Henry Lever,model_3,bullets_B,TF,31
1811-08-27,Henry Lever,model_3,bullets_B,TF,32
1811-08-28,Henry Lever,model_3,bullets_B,TF,31
1811-08-29,Henry Lever,model_3,bullets_B,TF,29
1811-08-30,Henry Lever,model_3,bullets_B,TF,33
1811-08-31,Henry Lever,model_3,bullets_B,TF,32
1811-09-01,Henry Lever,model_3,bullets_B,TF,35
1811-09-02,Henry Lever,model_3,bullets_B,TF,33
1811-09-03,Henry Lever,model_3,bullets_B,TF,28
1811-09-04,Henry Lever,model_3,bullets_B,TF,29
1811-09-05,Henry Lever,model_3,bullets_B,TF,29
1811-09-06,Henry Lever,model_3,bullets_B,TF,29
1811-09-07,Henry Lever,model_3,bullets_B,TF,31
1811-09-08,Henry Lever,model_3,bullets_B,TF,32
1811-09-09,Henry Lever,model_3,bullets_B,TF,34
1811-09-10,Henry Lever,model_3,bullets_B,TF,32
1811-09-11,Henry Lever,model_3,bullets_B,TF,36
1811-09-12,Henry Lever,model_3,bullets_B,TF,38
1811-09-13,Henry Lever,model_3,bullets_B,TF,41
1811-09-14,Henry Lever,model_3,bullets_B,TF,42
1811-09-15,Henry Lever,model_3,bullets_B,TF,43
1811-09-16,Henry Lever,model_3,bullets_B,TF,47
1811-09-17,Henry Lever,model_3,bullets_B,TF,50
1811-09-18,Henry Lever,model_3,bullets_B,TF,54
1811-09-19,Henry Lever,model_3,bullets_B,TF,51
1811-09-20,Henry Lever,model_3,bullets_B,TF,49
1811-09-21,Henry Lever,model_3,bullets_B,TF,48
1811-09-22,Henry Lever,model_3,bullets_B,TF,52
1811-09-23,Henry Lever,model_3,bullets_B,TF,52
1811-09-24,Henry Lever,model_3,bullets_B,TF,49
1811-09-25,Henry Lever,model_3,bullets_B,TF,46
1811-09-26,Henry Lever,model_3,bullets_B,TF,46
1811-09-27,Henry Lever,model_3,bullets_B,TF,48
1811-09-28,Henry Lever,model_3,bullets_B,TF,46
1811-09-29,Henry Lever,model_3,bullets_B,TF,45
1811-09-30,Henry Lever,model_3,bullets_B,TF,44
1811-10-01,Henry Lever,model_3,bullets_B,TF,43
1811-10-02,Henry Lever,model_3,bullets_B,TF,42
1811-10-03,Henry Lever,model_3,bullets_B,TF,42
1811-10-04,Henry Lever,model_3,bullets_B,TF,38
1811-10-05,Henry Lever,model_3,bullets_B,TF,38
1811-10-06,Henry Lever,model_3,bullets_B,TF,40
1811-10-07,Henry Lever,model_3,bullets_B,TF,39
1811-10-08,Henry Lever,model_3,bullets_B,TF,39
1811-10-09,Henry Lever,model_3,bullets_B,TF,42
1811-10-10,Henry Lever,model_3,bullets_B,TF,45
1811-10-11,Henry Lever,model_3,bullets_B,TF,43
1811-10-12,Henry Lever,model_3,bullets_B,TF,38
1811-10-13,Henry Lever,model_3,bullets_B,TF,33
1811-10-14,Henry Lever,model_3,bullets_B,TF,29
1811-10-15,Henry Lever,model_3,bullets_B,TF,30
1811-10-16,Henry Lever,model_3,bullets_B,TF,31
1811-10-17,Henry Lever,model_3,bullets_B,TF,32
1811-10-18,Henry Lever,model_3,bullets_B,TF,37
1811-10-19,Henry Lever,model_3,bullets_B,TF,35
1811-10-20,Henry Lever,model_3,bullets_B,TF,37
1811-10-21,Henry Lever,model_3,bullets_B,TF,32
1811-10-22,Henry Lever,model_3,bullets_B,TF,31
1811-10-23,Henry Lever,model_3,bullets_B,TF,30
1811-10-24,Henry Lever,model_3,bullets_B,TF,28
1811-10-25,Henry Lever,model_3,bullets_B,TF,29
1811-10-26,Henry Lever,model_3,bullets_B,TF,25
1811-10-27,Henry Lever,model_3,bullets_B,TF,22
1811-10-28,Henry Lever,model_3,bullets_B,TF,23
1811-10-29,Henry Lever,model_3,bullets_B,TF,23
1811-10-30,Henry Lever,model_3,bullets_B,TF,23
1811-10-31,Henry Lever,model_3,bullets_B,TF,23
1811-11-01,Henry Lever,model_3,bullets_B,TF,25
1811-11-02,Henry Lever,model_3,bullets_B,TF,23
1811-11-03,Henry Lever,model_3,bullets_B,TF,26
1811-11-04,Henry Lever,model_3,bullets_B,TF,24
1811-11-05,Henry Lever,model_3,bullets_B,TF,24
1811-11-06,Henry Lever,model_3,bullets_B,TF,29
1811-11-07,Henry Lever,model_3,bullets_B,TF,31
1811-11-08,Henry Lever,model_3,bullets_B,TF,36
1811-11-09,Henry Lever,model_3,bullets_B,TF,34
1811-11-10,Henry Lever,model_3,bullets_B,TF,35
1811-11-11,Henry Lever,model_3,bullets_B,TF,38
1811-11-12,Henry Lever,model_3,bullets_B,TF,37
1811-11-13,Henry Lever,model_3,bullets_B,TF,38
1811-11-14,Henry Lever,model_3,bullets_B,TF,38
1811-11-15,Henry Lever,model_3,bullets_B,TF,40
1811-11-16,Henry Lever,model_3,bullets_B,TF,41
1811-11-17,Henry Lever,model_3,bullets_B,TF,38
1811-11-18,Henry Lever,model_3,bullets_B,TF,38
1811-11-19,Henry Lever,model_3,bullets_B,TF,34
1811-11-20,Henry Lever,model_3,bullets_B,TF,41
1811-11-21,Henry Lever,model_3,bullets_B,TF,42
1811-11-22,Henry Lever,model_3,bullets_B,TF,43
1811-11-23,Henry Lever,model_3,bullets_B,TF,43
1811-11-24,Henry Lever,model_3,bullets_B,TF,44
1811-11-25,Henry Lever,model_3,bullets_B,TF,45
1811-11-26,Henry Lever,model_3,bullets_B,TF,44
1811-11-27,Henry Lever,model_3,bullets_B,TF,43
1811-11-28,Henry Lever,model_3,bullets_B,TF,48
1811-11-29,Henry Lever,model_3,bullets_B,TF,50
1811-11-30,Henry Lever,model_3,bullets_B,TF,49
1811-12-01,Henry Lever,model_3,bullets_B,TF,50
1811-12-02,Henry Lever,model_3,bullets_B,TF,46
1811-12-03,Henry Lever,model_3,bullets_B,TF,44
1811-12-04,Henry Lever,model_3,bullets_B,TF,43
1811-12-05,Henry Lever,model_3,bullets_B,TF,41
1811-12-06,Henry Lever,model_3,bullets_B,TF,41
1811-12-07,Henry Lever,model_3,bullets_B,TF,40
1811-12-08,Henry Lever,model_3,bullets_B,TF,39
1811-12-09,Henry Lever,model_3,bullets_B,TF,40
1811-12-10,Henry Lever,model_3,bullets_B,TF,40
1811-12-11,Henry Lever,model_3,bullets_B,TF,43
1811-12-12,Henry Lever,model_3,bullets_B,TF,44
1811-12-13,Henry Lever,model_3,bullets_B,TF,50
1811-12-14,Henry Lever,model_3,bullets_B,TF,47
1811-12-15,Henry Lever,model_3,bullets_B,TF,47
1811-12-16,Henry Lever,model_3,bullets_B,TF,46
1811-12-17,Henry Lever,model_3,bullets_B,TF,44
1811-12-18,Henry Lever,model_3,bullets_B,TF,47
1811-12-19,Henry Lever,model_3,bullets_B,TF,48
1811-12-20,Henry Lever,model_3,bullets_B,TF,49
1811-12-21,Henry Lever,model_3,bullets_B,TF,48
1811-12-22,Henry Lever,model_3,bullets_B,TF,51
1811-12-23,Henry Lever,model_3,bullets_B,TF,50
1811-12-24,Henry Lever,model_3,bullets_B,TF,50
1811-12-25,Henry Lever,model_3,bullets_B,TF,54
1811-12-26,Henry Lever,model_3,bullets_B,TF,49
1811-12-27,Henry Lever,model_3,bullets_B,TF,52
1811-12-28,Henry Lever,model_3,bullets_B,TF,52
1811-12-29,Henry Lever,model_3,bullets_B,TF,48
1811-12-30,Henry Lever,model_3,bullets_B,TF,47
1811-12-31,Henry Lever,model_3,bullets_B,TF,47
1812-01-01,Henry Lever,model_3,bullets_B,TF,42
1812-01-02,Henry Lever,model_3,bullets_B,TF,39
1812-01-03,Henry Lever,model_3,bullets_B,TF,38
1812-01-04,Henry Lever,model_3,bullets_B,TF,39
1812-01-05,Henry Lever,model_3,bullets_B,TF,38
1812-01-06,Henry Lever,model_3,bullets_B,TF,35
1812-01-07,Henry Lever,model_3,bullets_B,TF,36
1812-01-08,Henry Lever,model_3,bullets_B,TF,36
1812-01-09,Henry Lever,model_3,bullets_B,TF,34
1812-01-10,Henry Lever,model_3,bullets_B,TF,37
1812-01-11,Henry Lever,model_3,bullets_B,TF,40
1812-01-12,Henry Lever,model_3,bullets_B,TF,39
1812-01-13,Henry Lever,model_3,bullets_B,TF,39
1812-01-14,Henry Lever,model_3,bullets_B,TF,37
1812-01-15,Henry Lever,model_3,bullets_B,TF,32
1812-01-16,Henry Lever,model_3,bullets_B,TF,33
1812-01-17,Henry Lever,model_3,bullets_B,TF,35
1812-01-18,Henry Lever,model_3,bullets_B,TF,38
1812-01-19,Henry Lever,model_3,bullets_B,TF,40
1812-01-20,Henry Lever,model_3,bullets_B,TF,41
1812-01-21,Henry Lever,model_3,bullets_B,TF,39
1812-01-22,Henry Lever,model_3,bullets_B,TF,41
1812-01-23,Henry Lever,model_3,bullets_B,TF,40
1812-01-24,Henry Lever,model_3,bullets_B,TF,40
1812-01-25,Henry Lever,model_3,bullets_B,TF,46
1812-01-26,Henry Lever,model_3,bullets_B,TF,49
1812-01-27,Henry Lever,model_3,bullets_B,TF,50
1812-01-28,Henry Lever,model_3,bullets_B,TF,51
1812-01-29,Henry Lever,model_3,bullets_B,TF,50
1812-01-30,Henry Lever,model_3,bullets_B,TF,47
1812-01-31,Henry Lever,model_3,bullets_B,TF,45
1812-02-01,Henry Lever,model_3,bullets_B,TF,44
1812-02-02,Henry Lever,model_3,bullets_B,TF,40
1812-02-03,Henry Lever,model_3,bullets_B,TF,42
1812-02-04,Henry Lever,model_3,bullets_B,TF,46
1812-02-05,Henry Lever,model_3,bullets_B,TF,47
1812-02-06,Henry Lever,model_3,bullets_B,TF,42
1812-02-07,Henry Lever,model_3,bullets_B,TF,45
1812-02-08,Henry Lever,model_3,bullets_B,TF,45
1812-02-09,Henry Lever,model_3,bullets_B,TF,42
1812-02-10,Henry Lever,model_3,bullets_B,TF,38
1812-02-11,Henry Lever,model_3,bullets_B,TF,38
1812-02-12,Henry Lever,model_3,bullets_B,TF,41
1812-02-13,Henry Lever,model_3,bullets_B,TF,46
1812-02-14,Henry Lever,model_3,bullets_B,TF,47
1812-02-15,Henry Lever,model_3,bullets_B,TF,48
1812-02-16,Henry Lever,model_3,bullets_B,TF,45
1812-02-17,Henry Lever,model_3,bullets_B,TF,48
1812-02-18,Henry Lever,model_3,bullets_B,TF,46
1812-02-19,Henry Lever,model_3,bullets_B,TF,50
1812-02-20,Henry Lever,model_3,bullets_B,TF,48
1812-02-21,Henry Lever,model_3,bullets_B,TF,47
1812-02-22,Henry Lever,model_3,bullets_B,TF,48
1812-02-23,Henry Lever,model_3,bullets_B,TF,47
1812-02-24,Henry Lever,model_3,bullets_B,TF,48
1812-02-25,Henry Lever,model_3,bullets_B,TF,43
1812-02-26,Henry Lever,model_3,bullets_B,TF,43
1812-02-27,Henry Lever,model_3,bullets_B,TF,39
1812-02-28,Henry Lever,model_3,bullets_B,TF,42
1812-02-29,Henry Lever,model_3,bullets_B,TF,39
1812-03-01,Henry Lever,model_3,bullets_B,TF,42
1812-03-02,Henry Lever,model_3,bullets_B,TF,42
1812-03-03,Henry Lever,model_3,bullets_B,TF,39
1812-03-04,Henry Lever,model_3,bullets_B,TF,37
1812-03-05,Henry Lever,model_3,bullets_B,TF,37
1812-03-06,Henry Lever,model_3,bullets_B,TF,38
1812-03-07,Henry Lever,model_3,bullets_B,TF,39
1812-03-08,Henry Lever,model_3,bullets_B,TF,37
1812-03-09,Henry Lever,model_3,bullets_B,TF,35
1812-03-10,Henry Lever,model_3,bullets_B,TF,38
1812-03-11,Henry Lever,model_3,bullets_B,TF,42
1812-03-12,Henry Lever,model_3,bullets_B,TF,42
1812-03-13,Henry Lever,model_3,bullets_B,TF,42
1812-03-14,Henry Lever,model_3,bullets_B,TF,42
1812-03-15,Henry Lever,model_3,bullets_B,TF,41
1812-03-16,Henry Lever,model_3,bullets_B,TF,38
1812-03-17,Henry Lever,model_3,bullets_B,TF,40
1812-03-18,Henry Lever,model_3,bullets_B,TF,45
1812-03-19,Henry Lever,model_3,bullets_B,TF,42
1812-03-20,Henry Lever,model_3,bullets_B,TF,45
1812-03-21,Henry Lever,model_3,bullets_B,TF,48
1812-03-22,Henry Lever,model_3,bullets_B,TF,51
1812-03-23,Henry Lever,model_3,bullets_B,TF,47
1812-03-24,Henry Lever,model_3,bullets_B,TF,51
1812-03-25,Henry Lever,model_3,bullets_B,TF,54
1812-03-26,Henry Lever,model_3,bullets_B,TF,55
1812-03-27,Henry Lever,model_3,bullets_B,TF,52
1812-03-28,Henry Lever,model_3,bullets_B,TF,53
1812-03-29,Henry Lever,model_3,bullets_B,TF,51
1812-03-30,Henry Lever,model_3,bullets_B,TF,51
1812-03-31,Henry Lever,model_3,bullets_B,TF,51
1812-04-01,Henry Lever,model_3,bullets_B,TF,49
1812-04-02,Henry Lever,model_3,bullets_B,TF,49
1812-04-03,Henry Lever,model_3,bullets_B,TF,50
1812-04-04,Henry Lever,model_3,bullets_B,TF,49
1812-04-05,Henry Lever,model_3,bullets_B,TF,46
1812-04-06,Henry Lever,model_3,bullets_B,TF,49
1812-04-07,Henry Lever,model_3,bullets_B,TF,50
1812-04-08,Henry Lever,model_3,bullets_B,TF,47
1812-04-09,Henry Lever,model_3,bullets_B,TF,45
1812-04-10,Henry Lever,model_3,bullets_B,TF,45
1812-04-11,Henry Lever,model_3,bullets_B,TF,46
1812-04-12,Henry Lever,model_3,bullets_B,TF,45
1812-04-13,Henry Lever,model_3,bullets_B,TF,43
1812-04-14,Henry Lever,model_3,bullets_B,TF,43
1812-04-15,Henry Lever,model_3,bullets_B,TF,42
1812-04-16,Henry Lever,model_3,bullets_B,TF,38
1812-04-17,Henry Lever,model_3,bullets_B,TF,42
1812-04-18,Henry Lever,model_3,bullets_B,TF,43
1812-04-19,Henry Lever,model_3,bullets_B,TF,41
1812-04-20,Henry Lever,model_3,bullets_B,TF,39
1812-04-21,Henry Lever,model_3,bullets_B,TF,42
1812-04-22,Henry Lever,model_3,bullets_B,TF,42
1812-04-23,Henry Lever,model_3,bullets_B,TF,38
1812-04-24,Henry Lever,model_3,bullets_B,TF,35
1812-04-25,Henry Lever,model_3,bullets_B,TF,38
1812-04-26,Henry Lever,model_3,bullets_B,TF,32
1812-04-27,Henry Lever,model_3,bullets_B,TF,31
1812-04-28,Henry Lever,model_3,bullets_B,TF,30
1812-04-29,Henry Lever,model_3,bullets_B,TF,29
1812-04-30,Henry Lever,model_3,bullets_B,TF,27
1812-05-01,Henry Lever,model_3,bullets_B,TF,26
1812-05-02,Henry Lever,model_3,bullets_B,TF,25
1812-05-03,Henry Lever,model_3,bullets_B,TF,20
1812-05-04,Henry Lever,model_3,bullets_B,TF,23
1812-05-05,Henry Lever,model_3,bullets_B,TF,24
1812-05-06,Henry Lever,model_3,bullets_B,TF,31
1812-05-07,Henry Lever,model_3,bullets_B,TF,31
1812-05-08,Henry Lever,model_3,bullets_B,TF,31
1812-05-09,Henry Lever,model_3,bullets_B,TF,31
1812-05-10,Henry Lever,model_3,bullets_B,TF,30
1812-05-11,Henry Lever,model_3,bullets_B,TF,36
1812-05-12,Henry Lever,model_3,bullets_B,TF,37
1812-05-13,Henry Lever,model_3,bullets_B,TF,35
1812-05-14,Henry Lever,model_3,bullets_B,TF,40
1812-05-15,Henry Lever,model_3,bullets_B,TF,42
1812-05-16,Henry Lever,model_3,bullets_B,TF,47
1812-05-17,Henry Lever,model_3,bullets_B,TF,51
1812-05-18,Henry Lever,model_3,bullets_B,TF,52
1812-05-19,Henry Lever,model_3,bullets_B,TF,52
1812-05-20,Henry Lever,model_3,bullets_B,TF,53
1812-05-21,Henry Lever,model_3,bullets_B,TF,54
1812-05-22,Henry Lever,model_3,bullets_B,TF,53
1812-05-23,Henry Lever,model_3,bullets_B,TF,56
1812-05-24,Henry Lever,model_3,bullets_B,TF,58
1812-05-25,Henry Lever,model_3,bullets_B,TF,55
1812-05-26,Henry Lever,model_3,bullets_B,TF,55
1812-05-27,Henry Lever,model_3,bullets_B,TF,59
1812-05-28,Henry Lever,model_3,bullets_B,TF,56
